ville;code_commune;nom_commune;zone;annee;type_local;prix_m2_median;nb_ventes
Paris;93032;Gagny;peripherie;2025;Maison;3607.0;210
Paris;93033;Gournay-sur-Marne;peripherie;2021;Appartement;4448.0;64
Paris;93033;Gournay-sur-Marne;peripherie;2021;Maison;4673.0;75
Paris;93033;Gournay-sur-Marne;peripherie;2022;Appartement;4205.0;39
Paris;93033;Gournay-sur-Marne;peripherie;2022;Maison;4680.0;68
Paris;93033;Gournay-sur-Marne;peripherie;2023;Appartement;4444.0;39
Paris;93033;Gournay-sur-Marne;peripherie;2023;Maison;4476.0;57
Paris;93033;Gournay-sur-Marne;peripherie;2024;Appartement;;22
Paris;93033;Gournay-sur-Marne;peripherie;2024;Maison;3955.0;36
Paris;93033;Gournay-sur-Marne;peripherie;2025;Appartement;4198.0;34
Paris;93033;Gournay-sur-Marne;peripherie;2025;Maison;4036.0;56
Paris;93039;L'Île-Saint-Denis;peripherie;2021;Appartement;3469.0;63
Paris;93039;L'Île-Saint-Denis;peripherie;2021;Maison;;8
Paris;93039;L'Île-Saint-Denis;peripherie;2022;Appartement;3855.0;66
Paris;93039;L'Île-Saint-Denis;peripherie;2022;Maison;;4
Paris;93039;L'Île-Saint-Denis;peripherie;2023;Appartement;4143.0;53
Paris;93039;L'Île-Saint-Denis;peripherie;2023;Maison;;3
Paris;93039;L'Île-Saint-Denis;peripherie;2024;Appartement;3609.0;32
Paris;93039;L'Île-Saint-Denis;peripherie;2024;Maison;;3
Paris;93039;L'Île-Saint-Denis;peripherie;2025;Appartement;;29
Paris;93039;L'Île-Saint-Denis;peripherie;2025;Maison;;5
Paris;93045;Les Lilas;peripherie;2021;Appartement;7413.0;240
Paris;93045;Les Lilas;peripherie;2021;Maison;8333.0;35
Paris;93045;Les Lilas;peripherie;2022;Appartement;7349.0;274
Paris;93045;Les Lilas;peripherie;2022;Maison;8070.0;32
Paris;93045;Les Lilas;peripherie;2023;Appartement;7093.0;197
Paris;93045;Les Lilas;peripherie;2023;Maison;;28
Paris;93045;Les Lilas;peripherie;2024;Appartement;6616.0;146
Paris;93045;Les Lilas;peripherie;2024;Maison;;17
Paris;93045;Les Lilas;peripherie;2025;Appartement;6579.0;231
Paris;93045;Les Lilas;peripherie;2025;Maison;;18
Paris;93046;Livry-Gargan;peripherie;2021;Appartement;3000.0;417
Paris;93046;Livry-Gargan;peripherie;2021;Maison;3750.0;282
Paris;93046;Livry-Gargan;peripherie;2022;Appartement;3136.0;392
Paris;93046;Livry-Gargan;peripherie;2022;Maison;3954.0;270
Paris;93046;Livry-Gargan;peripherie;2023;Appartement;2970.0;304
Paris;93046;Livry-Gargan;peripherie;2023;Maison;3779.0;196
Paris;93046;Livry-Gargan;peripherie;2024;Appartement;2791.0;269
Paris;93046;Livry-Gargan;peripherie;2024;Maison;3646.0;163
Paris;93046;Livry-Gargan;peripherie;2025;Appartement;2934.0;267
Paris;93046;Livry-Gargan;peripherie;2025;Maison;3611.0;172
Paris;93047;Montfermeil;peripherie;2021;Appartement;3077.0;62
Paris;93047;Montfermeil;peripherie;2021;Maison;3579.0;209
Paris;93047;Montfermeil;peripherie;2022;Appartement;3461.0;66
Paris;93047;Montfermeil;peripherie;2022;Maison;3666.0;198
Paris;93047;Montfermeil;peripherie;2023;Appartement;3089.0;37
Paris;93047;Montfermeil;peripherie;2023;Maison;3547.0;156
Paris;93047;Montfermeil;peripherie;2024;Appartement;3031.0;45
Paris;93047;Montfermeil;peripherie;2024;Maison;3676.0;141
Paris;93047;Montfermeil;peripherie;2025;Appartement;3158.0;49
Paris;93047;Montfermeil;peripherie;2025;Maison;3399.0;158
Paris;93048;Montreuil;peripherie;2021;Appartement;6795.0;1086
Paris;93048;Montreuil;peripherie;2021;Maison;7265.0;260
Paris;93048;Montreuil;peripherie;2022;Appartement;6845.0;1104
Paris;93048;Montreuil;peripherie;2022;Maison;7289.0;251
Paris;93048;Montreuil;peripherie;2023;Appartement;6400.0;865
Paris;93048;Montreuil;peripherie;2023;Maison;7377.0;195
Paris;93048;Montreuil;peripherie;2024;Appartement;5823.0;759
Paris;93048;Montreuil;peripherie;2024;Maison;5993.0;166
Paris;93048;Montreuil;peripherie;2025;Appartement;6030.0;876
Paris;93048;Montreuil;peripherie;2025;Maison;6141.0;199
Paris;93049;Neuilly-Plaisance;peripherie;2021;Appartement;4116.0;162
Paris;93049;Neuilly-Plaisance;peripherie;2021;Maison;4958.0;122
Paris;93049;Neuilly-Plaisance;peripherie;2022;Appartement;4202.0;190
Paris;93049;Neuilly-Plaisance;peripherie;2022;Maison;5163.0;133
Paris;93049;Neuilly-Plaisance;peripherie;2023;Appartement;4181.0;116
Paris;93049;Neuilly-Plaisance;peripherie;2023;Maison;5000.0;79
Paris;93049;Neuilly-Plaisance;peripherie;2024;Appartement;4014.0;126
Paris;93049;Neuilly-Plaisance;peripherie;2024;Maison;4129.0;80
Paris;93049;Neuilly-Plaisance;peripherie;2025;Appartement;3719.0;139
Paris;93049;Neuilly-Plaisance;peripherie;2025;Maison;4583.0;110
Paris;93050;Neuilly-sur-Marne;peripherie;2021;Appartement;3111.0;285
Paris;93050;Neuilly-sur-Marne;peripherie;2021;Maison;4277.0;86
Paris;93050;Neuilly-sur-Marne;peripherie;2022;Appartement;3342.0;274
Paris;93050;Neuilly-sur-Marne;peripherie;2022;Maison;4261.0;56
Paris;93050;Neuilly-sur-Marne;peripherie;2023;Appartement;3332.0;180
Paris;93050;Neuilly-sur-Marne;peripherie;2023;Maison;4443.0;61
Paris;93050;Neuilly-sur-Marne;peripherie;2024;Appartement;3006.0;144
Paris;93050;Neuilly-sur-Marne;peripherie;2024;Maison;3762.0;55
Paris;93050;Neuilly-sur-Marne;peripherie;2025;Appartement;3022.0;199
Paris;93050;Neuilly-sur-Marne;peripherie;2025;Maison;3986.0;71
Paris;93051;Noisy-le-Grand;peripherie;2021;Appartement;4274.0;700
Paris;93051;Noisy-le-Grand;peripherie;2021;Maison;4682.0;222
Paris;93051;Noisy-le-Grand;peripherie;2022;Appartement;4314.0;724
Paris;93051;Noisy-le-Grand;peripherie;2022;Maison;5062.0;222
Paris;93051;Noisy-le-Grand;peripherie;2023;Appartement;4273.0;541
Paris;93051;Noisy-le-Grand;peripherie;2023;Maison;4905.0;134
Paris;93051;Noisy-le-Grand;peripherie;2024;Appartement;4233.0;421
Paris;93051;Noisy-le-Grand;peripherie;2024;Maison;4399.0;146
Paris;93051;Noisy-le-Grand;peripherie;2025;Appartement;4341.0;517
Paris;93051;Noisy-le-Grand;peripherie;2025;Maison;4384.0;164
Paris;93053;Noisy-le-Sec;peripherie;2021;Appartement;3773.0;255
Paris;93053;Noisy-le-Sec;peripherie;2021;Maison;5053.0;124
Paris;93053;Noisy-le-Sec;peripherie;2022;Appartement;3687.0;270
Paris;93053;Noisy-le-Sec;peripherie;2022;Maison;4924.0;102
Paris;93053;Noisy-le-Sec;peripherie;2023;Appartement;3510.0;191
Paris;93053;Noisy-le-Sec;peripherie;2023;Maison;4530.0;99
Paris;93053;Noisy-le-Sec;peripherie;2024;Appartement;3407.0;167
Paris;93053;Noisy-le-Sec;peripherie;2024;Maison;4023.0;68
Paris;93053;Noisy-le-Sec;peripherie;2025;Appartement;3415.0;203
Paris;93053;Noisy-le-Sec;peripherie;2025;Maison;4423.0;96
Paris;93055;Pantin;peripherie;2021;Appartement;6713.0;596
Paris;93055;Pantin;peripherie;2021;Maison;7395.0;49
Paris;93055;Pantin;peripherie;2022;Appartement;6496.0;620
Paris;93055;Pantin;peripherie;2022;Maison;7903.0;32
Paris;93055;Pantin;peripherie;2023;Appartement;6135.0;482
Paris;93055;Pantin;peripherie;2023;Maison;;24
Paris;93055;Pantin;peripherie;2024;Appartement;5778.0;439
Paris;93055;Pantin;peripherie;2024;Maison;;22
Paris;93055;Pantin;peripherie;2025;Appartement;5915.0;494
Paris;93055;Pantin;peripherie;2025;Maison;;24
Paris;93057;Les Pavillons-sous-Bois;peripherie;2021;Appartement;3315.0;224
Paris;93057;Les Pavillons-sous-Bois;peripherie;2021;Maison;4090.0;158
Paris;93057;Les Pavillons-sous-Bois;peripherie;2022;Appartement;3409.0;219
Paris;93057;Les Pavillons-sous-Bois;peripherie;2022;Maison;4057.0;136
Paris;93057;Les Pavillons-sous-Bois;peripherie;2023;Appartement;3196.0;172
Paris;93057;Les Pavillons-sous-Bois;peripherie;2023;Maison;3852.0;115
Paris;93057;Les Pavillons-sous-Bois;peripherie;2024;Appartement;3273.0;129
Paris;93057;Les Pavillons-sous-Bois;peripherie;2024;Maison;3885.0;82
Paris;93057;Les Pavillons-sous-Bois;peripherie;2025;Appartement;3006.0;146
Paris;93057;Les Pavillons-sous-Bois;peripherie;2025;Maison;3675.0;101
Paris;93061;Le Pré-Saint-Gervais;peripherie;2021;Appartement;6821.0;185
Paris;93061;Le Pré-Saint-Gervais;peripherie;2021;Maison;;19
Paris;93061;Le Pré-Saint-Gervais;peripherie;2022;Appartement;6750.0;168
Paris;93061;Le Pré-Saint-Gervais;peripherie;2022;Maison;;20
Paris;93061;Le Pré-Saint-Gervais;peripherie;2023;Appartement;6467.0;139
Paris;93061;Le Pré-Saint-Gervais;peripherie;2023;Maison;;16
Paris;93061;Le Pré-Saint-Gervais;peripherie;2024;Appartement;6104.0;114
Paris;93061;Le Pré-Saint-Gervais;peripherie;2024;Maison;;10
Paris;93061;Le Pré-Saint-Gervais;peripherie;2025;Appartement;6282.0;143
Paris;93061;Le Pré-Saint-Gervais;peripherie;2025;Maison;;14
Paris;93062;Le Raincy;peripherie;2021;Appartement;4097.0;188
Paris;93062;Le Raincy;peripherie;2021;Maison;4988.0;86
Paris;93062;Le Raincy;peripherie;2022;Appartement;4500.0;198
Paris;93062;Le Raincy;peripherie;2022;Maison;5750.0;77
Paris;93062;Le Raincy;peripherie;2023;Appartement;4261.0;134
Paris;93062;Le Raincy;peripherie;2023;Maison;5112.0;42
Paris;93062;Le Raincy;peripherie;2024;Appartement;4014.0;107
Paris;93062;Le Raincy;peripherie;2024;Maison;4783.0;57
Paris;93062;Le Raincy;peripherie;2025;Appartement;3971.0;149
Paris;93062;Le Raincy;peripherie;2025;Maison;4857.0;59
Paris;93063;Romainville;peripherie;2021;Appartement;5717.0;244
Paris;93063;Romainville;peripherie;2021;Maison;6300.0;88
Paris;93063;Romainville;peripherie;2022;Appartement;5970.0;219
Paris;93063;Romainville;peripherie;2022;Maison;6635.0;92
Paris;93063;Romainville;peripherie;2023;Appartement;5667.0;181
Paris;93063;Romainville;peripherie;2023;Maison;6270.0;66
Paris;93063;Romainville;peripherie;2024;Appartement;5080.0;157
Paris;93063;Romainville;peripherie;2024;Maison;6189.0;54
Paris;93063;Romainville;peripherie;2025;Appartement;5336.0;234
Paris;93063;Romainville;peripherie;2025;Maison;5524.0;59
Paris;93064;Rosny-sous-Bois;peripherie;2021;Appartement;3895.0;433
Paris;93064;Rosny-sous-Bois;peripherie;2021;Maison;5366.0;143
Paris;93064;Rosny-sous-Bois;peripherie;2022;Appartement;3914.0;447
Paris;93064;Rosny-sous-Bois;peripherie;2022;Maison;5036.0;109
Paris;93064;Rosny-sous-Bois;peripherie;2023;Appartement;3915.0;320
Paris;93064;Rosny-sous-Bois;peripherie;2023;Maison;5000.0;73
Paris;93064;Rosny-sous-Bois;peripherie;2024;Appartement;3667.0;309
Paris;93064;Rosny-sous-Bois;peripherie;2024;Maison;4936.0;65
Paris;93064;Rosny-sous-Bois;peripherie;2025;Appartement;3754.0;325
Paris;93064;Rosny-sous-Bois;peripherie;2025;Maison;4595.0;94
Paris;93066;Saint-Denis;peripherie;2021;Appartement;4274.0;831
Paris;93066;Saint-Denis;peripherie;2021;Maison;4524.0;93
Paris;93066;Saint-Denis;peripherie;2022;Appartement;4402.0;822
Paris;93066;Saint-Denis;peripherie;2022;Maison;4455.0;82
Paris;93066;Saint-Denis;peripherie;2023;Appartement;4299.0;664
Paris;93066;Saint-Denis;peripherie;2023;Maison;4681.0;63
Paris;93066;Saint-Denis;peripherie;2024;Appartement;3938.0;555
Paris;93066;Saint-Denis;peripherie;2024;Maison;4019.0;73
Paris;93066;Saint-Denis;peripherie;2025;Appartement;3915.0;743
Paris;93066;Saint-Denis;peripherie;2025;Maison;3163.0;118
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2021;Appartement;6808.0;567
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2021;Maison;7698.0;43
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2022;Appartement;6976.0;673
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2022;Maison;8033.0;40
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2023;Appartement;6667.0;540
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2023;Maison;;25
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2024;Appartement;6250.0;457
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2024;Maison;;29
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2025;Appartement;6435.0;599
Paris;93070;Saint-Ouen-sur-Seine;peripherie;2025;Maison;7824.0;34
Paris;93071;Sevran;peripherie;2021;Appartement;2277.0;190
Paris;93071;Sevran;peripherie;2021;Maison;3352.0;219
Paris;93071;Sevran;peripherie;2022;Appartement;2255.0;192
Paris;93071;Sevran;peripherie;2022;Maison;3542.0;220
Paris;93071;Sevran;peripherie;2023;Appartement;2338.0;137
Paris;93071;Sevran;peripherie;2023;Maison;3511.0;152
Paris;93071;Sevran;peripherie;2024;Appartement;2200.0;120
Paris;93071;Sevran;peripherie;2024;Maison;3279.0;139
Paris;93071;Sevran;peripherie;2025;Appartement;2188.0;134
Paris;93071;Sevran;peripherie;2025;Maison;3333.0;131
Paris;93072;Stains;peripherie;2021;Appartement;2733.0;112
Paris;93072;Stains;peripherie;2021;Maison;3335.0;112
Paris;93072;Stains;peripherie;2022;Appartement;3000.0;109
Paris;93072;Stains;peripherie;2022;Maison;3425.0;94
Paris;93072;Stains;peripherie;2023;Appartement;2614.0;83
Paris;93072;Stains;peripherie;2023;Maison;3377.0;75
Paris;93072;Stains;peripherie;2024;Appartement;2606.0;84
Paris;93072;Stains;peripherie;2024;Maison;3736.0;66
Paris;93072;Stains;peripherie;2025;Appartement;2812.0;67
Paris;93072;Stains;peripherie;2025;Maison;3512.0;69
Paris;93073;Tremblay-en-France;peripherie;2021;Appartement;2645.0;144
Paris;93073;Tremblay-en-France;peripherie;2021;Maison;3394.0;277
Paris;93073;Tremblay-en-France;peripherie;2022;Appartement;2798.0;138
Paris;93073;Tremblay-en-France;peripherie;2022;Maison;3723.0;275
Paris;93073;Tremblay-en-France;peripherie;2023;Appartement;2494.0;102
Paris;93073;Tremblay-en-France;peripherie;2023;Maison;3680.0;190
Paris;93073;Tremblay-en-France;peripherie;2024;Appartement;2559.0;93
Paris;93073;Tremblay-en-France;peripherie;2024;Maison;3395.0;175
Paris;93073;Tremblay-en-France;peripherie;2025;Appartement;2677.0;86
Paris;93073;Tremblay-en-France;peripherie;2025;Maison;3442.0;190
Paris;93074;Vaujours;peripherie;2021;Appartement;2896.0;72
Paris;93074;Vaujours;peripherie;2021;Maison;3127.0;50
Paris;93074;Vaujours;peripherie;2022;Appartement;3162.0;52
Paris;93074;Vaujours;peripherie;2022;Maison;3793.0;62
Paris;93074;Vaujours;peripherie;2023;Appartement;3071.0;43
Paris;93074;Vaujours;peripherie;2023;Maison;;26
Paris;93074;Vaujours;peripherie;2024;Appartement;3062.0;47
Paris;93074;Vaujours;peripherie;2024;Maison;3417.0;47
Paris;93074;Vaujours;peripherie;2025;Appartement;3066.0;46
Paris;93074;Vaujours;peripherie;2025;Maison;;26
Paris;93077;Villemomble;peripherie;2021;Appartement;3591.0;244
Paris;93077;Villemomble;peripherie;2021;Maison;4606.0;203
Paris;93077;Villemomble;peripherie;2022;Appartement;3870.0;234
Paris;93077;Villemomble;peripherie;2022;Maison;4821.0;187
Paris;93077;Villemomble;peripherie;2023;Appartement;3750.0;188
Paris;93077;Villemomble;peripherie;2023;Maison;4762.0;137
Paris;93077;Villemomble;peripherie;2024;Appartement;3451.0;149
Paris;93077;Villemomble;peripherie;2024;Maison;4063.0;104
Paris;93077;Villemomble;peripherie;2025;Appartement;3512.0;161
Paris;93077;Villemomble;peripherie;2025;Maison;4078.0;132
Paris;93078;Villepinte;peripherie;2021;Appartement;2712.0;188
Paris;93078;Villepinte;peripherie;2021;Maison;3196.0;188
Paris;93078;Villepinte;peripherie;2022;Appartement;2887.0;156
Paris;93078;Villepinte;peripherie;2022;Maison;3230.0;197
Paris;93078;Villepinte;peripherie;2023;Appartement;2534.0;137
Paris;93078;Villepinte;peripherie;2023;Maison;3474.0;113
Paris;93078;Villepinte;peripherie;2024;Appartement;2331.0;132
Paris;93078;Villepinte;peripherie;2024;Maison;3101.0;130
Paris;93078;Villepinte;peripherie;2025;Appartement;2622.0;140
Paris;93078;Villepinte;peripherie;2025;Maison;3155.0;126
Paris;93079;Villetaneuse;peripherie;2021;Appartement;;26
Paris;93079;Villetaneuse;peripherie;2021;Maison;;25
Paris;93079;Villetaneuse;peripherie;2022;Appartement;2812.0;35
Paris;93079;Villetaneuse;peripherie;2022;Maison;;23
Paris;93079;Villetaneuse;peripherie;2023;Appartement;;21
Paris;93079;Villetaneuse;peripherie;2023;Maison;;15
Paris;93079;Villetaneuse;peripherie;2024;Appartement;;13
Paris;93079;Villetaneuse;peripherie;2024;Maison;;11
Paris;93079;Villetaneuse;peripherie;2025;Appartement;;16
Paris;93079;Villetaneuse;peripherie;2025;Maison;;17
Paris;94001;Ablon-sur-Seine;peripherie;2021;Appartement;2725.0;80
Paris;94001;Ablon-sur-Seine;peripherie;2021;Maison;;23
Paris;94001;Ablon-sur-Seine;peripherie;2022;Appartement;2908.0;70
Paris;94001;Ablon-sur-Seine;peripherie;2022;Maison;;24
Paris;94001;Ablon-sur-Seine;peripherie;2023;Appartement;2691.0;54
Paris;94001;Ablon-sur-Seine;peripherie;2023;Maison;;15
Paris;94001;Ablon-sur-Seine;peripherie;2024;Appartement;;29
Paris;94001;Ablon-sur-Seine;peripherie;2024;Maison;;17
Paris;94001;Ablon-sur-Seine;peripherie;2025;Appartement;2593.0;35
Paris;94001;Ablon-sur-Seine;peripherie;2025;Maison;;20
Paris;94002;Alfortville;peripherie;2021;Appartement;5401.0;490
Paris;94002;Alfortville;peripherie;2021;Maison;6348.0;81
Paris;94002;Alfortville;peripherie;2022;Appartement;5541.0;497
Paris;94002;Alfortville;peripherie;2022;Maison;5995.0;59
Paris;94002;Alfortville;peripherie;2023;Appartement;5270.0;373
Paris;94002;Alfortville;peripherie;2023;Maison;6086.0;47
Paris;94002;Alfortville;peripherie;2024;Appartement;4861.0;297
Paris;94002;Alfortville;peripherie;2024;Maison;5805.0;45
Paris;94002;Alfortville;peripherie;2025;Appartement;4916.0;359
Paris;94002;Alfortville;peripherie;2025;Maison;6222.0;54
Paris;94003;Arcueil;peripherie;2021;Appartement;5789.0;143
Paris;94003;Arcueil;peripherie;2021;Maison;6810.0;58
Paris;94003;Arcueil;peripherie;2022;Appartement;5791.0;142
Paris;94003;Arcueil;peripherie;2022;Maison;7399.0;48
Paris;94003;Arcueil;peripherie;2023;Appartement;5816.0;117
Paris;94003;Arcueil;peripherie;2023;Maison;6200.0;48
Paris;94003;Arcueil;peripherie;2024;Appartement;5161.0;100
Paris;94003;Arcueil;peripherie;2024;Maison;6150.0;37
Paris;94003;Arcueil;peripherie;2025;Appartement;5000.0;120
Paris;94003;Arcueil;peripherie;2025;Maison;5424.0;32
Paris;94004;Boissy-Saint-Léger;peripherie;2021;Appartement;3225.0;152
Paris;94004;Boissy-Saint-Léger;peripherie;2021;Maison;3842.0;58
Paris;94004;Boissy-Saint-Léger;peripherie;2022;Appartement;3295.0;132
Paris;94004;Boissy-Saint-Léger;peripherie;2022;Maison;4393.0;49
Paris;94004;Boissy-Saint-Léger;peripherie;2023;Appartement;3056.0;105
Paris;94004;Boissy-Saint-Léger;peripherie;2023;Maison;3916.0;30
Paris;94004;Boissy-Saint-Léger;peripherie;2024;Appartement;2765.0;101
Paris;94004;Boissy-Saint-Léger;peripherie;2024;Maison;;27
Paris;94004;Boissy-Saint-Léger;peripherie;2025;Appartement;3268.0;97
Paris;94004;Boissy-Saint-Léger;peripherie;2025;Maison;3553.0;30
Paris;94011;Bonneuil-sur-Marne;peripherie;2021;Appartement;3612.0;72
Paris;94011;Bonneuil-sur-Marne;peripherie;2021;Maison;4653.0;30
Paris;94011;Bonneuil-sur-Marne;peripherie;2022;Appartement;3537.0;63
Paris;94011;Bonneuil-sur-Marne;peripherie;2022;Maison;4848.0;31
Paris;94011;Bonneuil-sur-Marne;peripherie;2023;Appartement;3702.0;52
Paris;94011;Bonneuil-sur-Marne;peripherie;2023;Maison;;29
Paris;94011;Bonneuil-sur-Marne;peripherie;2024;Appartement;3833.0;39
Paris;94011;Bonneuil-sur-Marne;peripherie;2024;Maison;;27
Paris;94011;Bonneuil-sur-Marne;peripherie;2025;Appartement;3442.0;38
Paris;94011;Bonneuil-sur-Marne;peripherie;2025;Maison;;25
Paris;94015;Bry-sur-Marne;peripherie;2021;Appartement;4795.0;182
Paris;94015;Bry-sur-Marne;peripherie;2021;Maison;6537.0;102
Paris;94015;Bry-sur-Marne;peripherie;2022;Appartement;5031.0;170
Paris;94015;Bry-sur-Marne;peripherie;2022;Maison;6744.0;89
Paris;94015;Bry-sur-Marne;peripherie;2023;Appartement;5200.0;140
Paris;94015;Bry-sur-Marne;peripherie;2023;Maison;7234.0;63
Paris;94015;Bry-sur-Marne;peripherie;2024;Appartement;4633.0;128
Paris;94015;Bry-sur-Marne;peripherie;2024;Maison;5759.0;52
Paris;94015;Bry-sur-Marne;peripherie;2025;Appartement;4709.0;156
Paris;94015;Bry-sur-Marne;peripherie;2025;Maison;5891.0;71
Paris;94016;Cachan;peripherie;2021;Appartement;5268.0;267
Paris;94016;Cachan;peripherie;2021;Maison;7167.0;75
Paris;94016;Cachan;peripherie;2022;Appartement;5331.0;286
Paris;94016;Cachan;peripherie;2022;Maison;7505.0;61
Paris;94016;Cachan;peripherie;2023;Appartement;5276.0;164
Paris;94016;Cachan;peripherie;2023;Maison;6962.0;52
Paris;94016;Cachan;peripherie;2024;Appartement;4930.0;188
Paris;94016;Cachan;peripherie;2024;Maison;5282.0;45
Paris;94016;Cachan;peripherie;2025;Appartement;4929.0;213
Paris;94016;Cachan;peripherie;2025;Maison;5634.0;50
Paris;94017;Champigny-sur-Marne;peripherie;2021;Appartement;3758.0;523
Paris;94017;Champigny-sur-Marne;peripherie;2021;Maison;4793.0;326
Paris;94017;Champigny-sur-Marne;peripherie;2022;Appartement;3909.0;449
Paris;94017;Champigny-sur-Marne;peripherie;2022;Maison;5000.0;326
Paris;94017;Champigny-sur-Marne;peripherie;2023;Appartement;3722.0;341
Paris;94017;Champigny-sur-Marne;peripherie;2023;Maison;5000.0;229
Paris;94017;Champigny-sur-Marne;peripherie;2024;Appartement;3426.0;300
Paris;94017;Champigny-sur-Marne;peripherie;2024;Maison;4450.0;204
Paris;94017;Champigny-sur-Marne;peripherie;2025;Appartement;3646.0;324
Paris;94017;Champigny-sur-Marne;peripherie;2025;Maison;4390.0;261
Paris;94018;Charenton-le-Pont;peripherie;2021;Appartement;8460.0;417
Paris;94018;Charenton-le-Pont;peripherie;2021;Maison;;11
Paris;94018;Charenton-le-Pont;peripherie;2022;Appartement;8402.0;436
Paris;94018;Charenton-le-Pont;peripherie;2022;Maison;;9
Paris;94018;Charenton-le-Pont;peripherie;2023;Appartement;7819.0;336
Paris;94018;Charenton-le-Pont;peripherie;2023;Maison;;6
Paris;94018;Charenton-le-Pont;peripherie;2024;Appartement;7381.0;291
Paris;94018;Charenton-le-Pont;peripherie;2024;Maison;;7
Paris;94018;Charenton-le-Pont;peripherie;2025;Appartement;7463.0;348
Paris;94018;Charenton-le-Pont;peripherie;2025;Maison;;5
Paris;94019;Chennevières-sur-Marne;peripherie;2021;Appartement;3364.0;239
Paris;94019;Chennevières-sur-Marne;peripherie;2021;Maison;4467.0;117
Paris;94019;Chennevières-sur-Marne;peripherie;2022;Appartement;3537.0;174
Paris;94019;Chennevières-sur-Marne;peripherie;2022;Maison;4814.0;96
Paris;94019;Chennevières-sur-Marne;peripherie;2023;Appartement;3182.0;169
Paris;94019;Chennevières-sur-Marne;peripherie;2023;Maison;4402.0;60
Paris;94019;Chennevières-sur-Marne;peripherie;2024;Appartement;3067.0;125
Paris;94019;Chennevières-sur-Marne;peripherie;2024;Maison;4276.0;52
Paris;94019;Chennevières-sur-Marne;peripherie;2025;Appartement;3227.0;186
Paris;94019;Chennevières-sur-Marne;peripherie;2025;Maison;4130.0;66
Paris;94021;Chevilly-Larue;peripherie;2021;Appartement;3431.0;212
Paris;94021;Chevilly-Larue;peripherie;2021;Maison;5189.0;30
Paris;94021;Chevilly-Larue;peripherie;2022;Appartement;3727.0;143
Paris;94021;Chevilly-Larue;peripherie;2022;Maison;5743.0;35
Paris;94021;Chevilly-Larue;peripherie;2023;Appartement;3638.0;126
Paris;94021;Chevilly-Larue;peripherie;2023;Maison;;22
Paris;94021;Chevilly-Larue;peripherie;2024;Appartement;3477.0;103
Paris;94021;Chevilly-Larue;peripherie;2024;Maison;;12
Paris;94021;Chevilly-Larue;peripherie;2025;Appartement;3425.0;127
Paris;94021;Chevilly-Larue;peripherie;2025;Maison;;25
Paris;94022;Choisy-le-Roi;peripherie;2021;Appartement;3788.0;472
Paris;94022;Choisy-le-Roi;peripherie;2021;Maison;4573.0;101
Paris;94022;Choisy-le-Roi;peripherie;2022;Appartement;3856.0;438
Paris;94022;Choisy-le-Roi;peripherie;2022;Maison;4913.0;101
Paris;94022;Choisy-le-Roi;peripherie;2023;Appartement;3713.0;362
Paris;94022;Choisy-le-Roi;peripherie;2023;Maison;4458.0;63
Paris;94022;Choisy-le-Roi;peripherie;2024;Appartement;3456.0;299
Paris;94022;Choisy-le-Roi;peripherie;2024;Maison;4411.0;66
Paris;94022;Choisy-le-Roi;peripherie;2025;Appartement;3481.0;343
Paris;94022;Choisy-le-Roi;peripherie;2025;Maison;4389.0;71
Paris;94028;Créteil;peripherie;2021;Appartement;3846.0;736
Paris;94028;Créteil;peripherie;2021;Maison;5974.0;87
Paris;94028;Créteil;peripherie;2022;Appartement;4135.0;783
Paris;94028;Créteil;peripherie;2022;Maison;6213.0;84
Paris;94028;Créteil;peripherie;2023;Appartement;3702.0;566
Paris;94028;Créteil;peripherie;2023;Maison;5601.0;62
Paris;94028;Créteil;peripherie;2024;Appartement;3401.0;446
Paris;94028;Créteil;peripherie;2024;Maison;5873.0;44
Paris;94028;Créteil;peripherie;2025;Appartement;3551.0;541
Paris;94028;Créteil;peripherie;2025;Maison;5393.0;67
Paris;94033;Fontenay-sous-Bois;peripherie;2021;Appartement;6266.0;466
Paris;94033;Fontenay-sous-Bois;peripherie;2021;Maison;7924.0;206
Paris;94033;Fontenay-sous-Bois;peripherie;2022;Appartement;6561.0;438
Paris;94033;Fontenay-sous-Bois;peripherie;2022;Maison;7884.0;198
Paris;94033;Fontenay-sous-Bois;peripherie;2023;Appartement;6222.0;363
Paris;94033;Fontenay-sous-Bois;peripherie;2023;Maison;7340.0;140
Paris;94033;Fontenay-sous-Bois;peripherie;2024;Appartement;5667.0;315
Paris;94033;Fontenay-sous-Bois;peripherie;2024;Maison;6660.0;116
Paris;94033;Fontenay-sous-Bois;peripherie;2025;Appartement;5566.0;372
Paris;94033;Fontenay-sous-Bois;peripherie;2025;Maison;7042.0;157
Paris;94034;Fresnes;peripherie;2021;Appartement;3418.0;293
Paris;94034;Fresnes;peripherie;2021;Maison;5081.0;66
